SMILES	JNK1	JNK2	JNK3	FA7
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc2cnc(nc12)n1cncc1c1nc[nH]c1c1c[nH]cc1)C(=O)N	7.6	10.4	7.6	8.8
C12Cc3c(c(O)ccc3N3CCC(CC3)NC(=O)Cn3cncc3c3ccc(O)cc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	8.8	8.8	8.8	8.2
C12Cc3c(c(O)ccc3N3CCN(CC3)CC(=O)NS(=O)(=O)c3ccccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cc(c2c1cccc2)C1=C(C(=O)NC1=O)c1c[nH]c2c1cccc2)C(=O)N	9.5	11.6	9.5	8.7
C12Cc3c(c(O)ccc3N3CCN(CC3)c3nccc(n3)c3[nH]c(nc3)c3ncncc3Cl)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	10.3	10.9	10.3	9.7
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1CNC(=O)c1n(cnc1)C1C(=C(C(=O)C2(C(=C3C(Cc4c(c(O)ccc4)C3=O)CC12)O)O)C(=O)N)O)C(=O)N	8.8	8.8	8.8	8.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cncnc12)NC(=O)CCN1C(=O)C(=NO)c2c1cccc2C(=O)NC)C(=O)N	7.3	10.4	7.3	6.9
C12Cc3c(c(O)ccc3NC)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cncnc12)N1CCN(CC1)C1CCNCC1)C(=O)N	7.4	8.1	7.4	7.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1)CNC(=O)c1c(c[nH]n1)C(=O)N)C(=O)N	7.9	8.4	7.9	9.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc2cnc(nc12)n1c(ncc1C(=O)NO)c1ccc(S(=O)=O)cc1)C(=O)N	7.8	7.7	7.8	8.5
C12Cc3c(c(O)ccc3N(C)C3OC(C(O)C3O)c3ccccc3F)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1)C(=O)N	8.4	7.7	8.4	8.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1)CC(=O)NC1OC(C(O)C1O)CNC=O)C(=O)N	7.4	8.1	7.4	8.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)c1ccc(cc1)CC(=O)Nc1cccc(F)c1)C(=O)N	9.5	9.2	9.5	8.4
C12Cc3c(c(O)ccc3n3cnc4cnc(nc34)n3cncc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)NC(=O)CONC=O)C(=O)N	8.0	9.8	8.0	7.0
C12Cc3c(c(O)ccc3n3cnc4cncnc34)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)NC1CCN(CC1)c1nc2c(cc[nH]2)cn1)C(=O)N	9.7	10.3	9.7	8.5
C12Cc3c(c(O)ccc3NC(=O)Cc3cc4c(ccc5c4cncc5)nc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)c1cccc2ncccc12)C(=O)N	10.6	12.6	10.6	10.5
C12Cc3c(c(O)ccc3n3c(nc4cncnc34)n3cncc3CC3CC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)NC)C(=O)N	7.1	7.9	7.1	8.0
C12Cc3c(c(O)ccc3n3c(nc4cncnc34)n3cnc(c3c3c[nH]cc3)c3ccc(Br)cc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	7.8	9.0	7.8	9.7
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCC(CC1)NC(=O)Cc1ccc2[nH]nc(c2c1)C1CCN(C)CC1)C(=O)N	8.7	10.6	8.7	9.4
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)c1cccc2ncc(cc12)c1c(c[nH]n1)c1ccccc1F)C(=O)N	10.0	10.9	10.0	9.0
C12Cc3c(c(O)ccc3N3CCN(CC3)c3ncc(F)c(n3)N3CCC(CC3)n3cc(c4c3cccc4)C3=C(C(=O)NC3=O)c3c[nH]c4c3cccc4)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	12.6	11.0	12.6	6.3
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1)C(=O)NCn1cncc1CS(=O)(=O)C)C(=O)N	7.8	8.2	7.8	7.9
C12Cc3c(c(O)ccc3N3CCN(CC3)c3cccc4ncc(cc34)C3OCC(C3O)O)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc2cncnc12)C(=O)N	9.0	10.3	9.0	8.9
C12Cc3c(c(O)ccc3NCC(NC(=O)OC)C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cnc(nc12)NCC(NC(=O)OC)C)n1cc(c2c1cccc2)C1=C(C(=O)NC1=O)c1c[nH]c2c1cccc2)C(=O)N	7.9	8.7	7.9	7.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1C(=O)NCCN1C(=O)C(=NO)c2c1cccc2C(=O)NC)C(=O)N	9.5	10.4	9.5	9.2
C12Cc3c(c(O)ccc3NC(=O)Cc3cc(c(F)cc3)F)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)c1ccc(I)cc1Cl)C(=O)N	9.0	10.4	9.0	8.2
C12Cc3c(c(O)ccc3n3c4ncnc(N)c4nc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCC(CC1)N1CCN(CC1)C1CCC(O)CC1)C(=O)N	9.7	9.0	9.7	8.3
C12Cc3c(c(O)ccc3N(C)c3cccc4ncc(cc34)C3CCN(C)CC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c2ncnc(N)c2nc1)C(=O)N	10.6	9.9	10.6	8.6
C12Cc3c(c(O)ccc3N3CCN(CC3)c3c(c(F)ccc3CCC)F)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.4	7.6	9.4	8.0
C12Cc3c(c(O)ccc3N3CCN(CC3)c3ccc(cc3)CN3C(=O)C(=NO)c4c3cccc4CN3C(=O)C(=NO)c4c3ccc(c4)F)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	10.5	10.5	10.5	6.2
C12Cc3c(c(O)ccc3N3CCC(CC3)n3cnc(c3c3nc[nH]c3)CN3C(=O)C(=NO)c4c3cccc4C=Cc3ccccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.0	12.2	9.0	8.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCC(CC1)n1c(nc(c1)c1ccco1)c1ccncn1)C(=O)N	9.4	9.3	9.4	8.5
C12Cc3c(c(O)ccc3n3c(nc4cnc(nc34)n3cnc(c3)c3cnc4ccccn34)NC)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	10.2	9.8	10.2	9.3
C12Cc3c(c(O)ccc3N3CCN(CC3)CC(=O)NC3OC(C(O)C3O)CC#C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.1	8.7	9.1	7.4
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cncnc12)n1c(ncc1C(=O)NC)c1cc[nH]n1)C(=O)N	7.7	9.1	7.7	8.0
C12Cc3c(c(O)ccc3N3CCC(CC3)n3cnc(c3CNC=O)c3ncncc3Cl)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.3	9.4	9.3	8.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cncnc12)n1c(nc(c1)C(=O)NC)c1cnc2ccccn12)C(=O)N	9.1	8.6	9.1	8.6
C12Cc3c(c(O)ccc3N3CCN(CC3)CC(=O)Nc3cccc4ncc(cc34)c3ccc(O)cc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.8	11.1	9.8	10.3
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)c1nccc(n1)C(=O)NCc1cc2c(ccc3c2cncc3)nc1)C(=O)N	8.4	9.6	8.4	9.2
C12Cc3c(c(O)ccc3N3CCNCC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)NC(=O)CC(=O)NOCC#C)C(=O)N	7.4	6.1	7.4	6.8
C12Cc3c(c(O)ccc3N3CCN(CC3)c3c4c(ncn3)[nH]cc4)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)NC(=O)CCN1C(=O)C(=NO)c2c1cccc2)C(=O)N	8.6	8.9	8.6	8.0
C12Cc3c(c(O)ccc3n3c(nc4cncnc34)N3CCN(CC3)c3cccc(F)c3CN3C(=O)C(=NO)c4c3ccc(c4)F)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	8.2	12.0	8.2	9.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1)C(=O)NCCN1C(=O)C(=NO)c2c1cccc2c1ncc(cc1)C#N)C(=O)N	8.2	10.9	8.2	8.5
C12Cc3c(c(O)ccc3n3cnc4cnc(nc34)n3c(ncc3)C(=O)NCC)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)NCC(NC(=O)OC)C)C(=O)N	7.2	7.0	7.2	7.3
C12Cc3c(c(O)ccc3n3c(nc4cnc(nc34)N3CCCCC3)NC(=O)C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)NC1CC1)C(=O)N	8.3	9.7	8.3	8.6
C12Cc3c(c(O)ccc3N3CCCCC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)NC(=O)Cc1c[nH]c(c1)c1ncncc1Cl)C(=O)N	8.4	9.8	8.4	8.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)c1ncc(F)c(n1)N1CCN(CC1)c1cccc2ncccc12)C(=O)N	8.6	8.6	8.6	8.2
C12Cc3c(c(O)ccc3NC(=O)Cc3[nH]cnc3c3cc[nH]n3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCNCC1)C(=O)N	9.4	9.1	9.4	8.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1)CNC(=O)CN1C(=O)C(=NO)c2c1cccc2c1ccc(S(=O)=O)cc1)C(=O)N	9.0	11.4	9.0	7.2
C12Cc3c(c(O)ccc3n3c(nc4cncnc34)N3CCNCC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N(C)C1OCC(O)C1O)C(=O)N	6.9	7.8	6.9	8.4
C12Cc3c(c(O)ccc3N3CCNCC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cncnc12)N1CCN(CC1)CC(=O)N)C(=O)N	8.5	8.6	8.5	8.6
C12Cc3c(c(O)ccc3n3c(nc4cncnc34)N3CCN(CC3)c3c(cnc(n3)NC3CC3)F)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	8.6	9.5	8.6	9.2
C12Cc3c(c(O)ccc3n3c(nc4cncnc34)n3cnc(c3)c3c(c[nH]n3)c3[nH]ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.3	8.5	9.3	9.4
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCC(CC1)n1c(nc2cncnc12)N1CCN(CC1)c1cccc(F)c1)C(=O)N	8.7	10.7	8.7	9.0
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCC(CC1)n1cnc(c1)c1nc([nH]c1)c1cc(Cl)ccc1F)C(=O)N	10.0	10.5	10.0	8.6
C12Cc3c(c(O)ccc3NC)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cncnc12)n1cncc1c1ccccc1)C(=O)N	6.2	9.5	6.2	8.0
C12Cc3c(c(O)ccc3NC(=O)C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc2cnc(nc12)NS(=O)(=O)C)C(=O)N	8.3	9.9	8.3	7.7
C12Cc3c(c(O)ccc3n3cnc4cnc(nc34)NC(=O)Cc3[nH]cnc3c3ncncc3Cl)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.6	9.8	9.6	8.4
C12Cc3c(c(O)ccc3N3CCC(CC3)Nc3cccc4ncccc34)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.1	8.1	9.1	8.7
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)C1CCN(CC1)c1ncc2ncn(c2n1)C(=O)N)C(=O)N	9.4	11.0	9.4	9.0
C12Cc3c(c(O)ccc3N(C)C3CCNCC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1)CCCN(C)C)C(=O)N	6.7	7.6	6.7	7.0
C12Cc3c(c(O)ccc3N(C)c3ccc(cc3)CN3C(=O)C(=NO)c4c3ccc(c4)F)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c2ncnc(N)c2nc1)C(=O)N	9.4	10.8	9.4	9.2
C12Cc3c(c(O)ccc3NC(=O)Cn3cncc3CN3C(=O)C(=NO)c4c3cccc4)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCNCC1)C(=O)N	9.0	8.5	9.0	7.6
C12Cc3c(c(O)ccc3N3CCNCC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)NC(=O)Cc1cccc2N(C(=O)C(=NO)c12)CC(=O)NO)C(=O)N	8.3	9.6	8.3	8.3
C12Cc3c(c(O)ccc3NC(=O)Cn3cnc(c3)c3ccccc3F)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc2cncnc12)C(=O)N	8.3	9.6	8.3	8.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)c1nccc(n1)c1n[nH]c2ccc(cc12)CS(=O)(=O)C)C(=O)N	9.1	8.2	9.1	8.2
C12Cc3c(c(O)ccc3NC(=O)COP(=O)(O)OP(=O)(O)NP(=O)(O)O)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)c1ncc(Cl)cn1)C(=O)N	8.1	8.6	8.1	8.7
C12Cc3c(c(O)ccc3n3cnc4cnc(nc34)n3cnc(c3c3ccc(S(=O)=O)cc3)c3nc[nH]c3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.0	10.1	9.0	8.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCC(CC1)NC(=O)Cc1n[nH]c2ccc(cc12)CC1CC1)C(=O)N	9.2	10.4	9.2	7.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cnc(nc12)N1CCCCC1)N)C(=O)N	9.2	9.0	9.2	8.1
C12Cc3c(c(O)ccc3n3cnc4cnc(nc34)n3cnc(c3)c3[nH]c(cn3)c3[nH]ccn3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.0	9.2	9.0	6.7
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc(c1)CCO)CC(=O)Nc1c2c(ncn1)[nH]cc2)C(=O)N	9.2	9.4	9.2	8.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cncnc12)n1c(ncc1c1ncc(cc1)C#N)c1cc[nH]n1)C(=O)N	8.3	9.1	8.3	8.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cncnc12)n1c(nc(c1)c1c[nH]cc1)C1CCN(C)CC1)C(=O)N	8.8	8.5	8.8	8.2
C12Cc3c(c(O)ccc3N3CCC(CC3)n3cnc(c3CCCN(C)C)c3ccc(Br)o3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	8.1	7.8	8.1	7.3
C12Cc3c(c(O)ccc3n3cnc4cnc(nc34)NCC(NC(=O)OC)C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)CC(O)C)C(=O)N	8.2	7.6	8.2	7.6
C12Cc3c(c(O)ccc3Nc3nc(c(Cl)cn3)c3ccc(Br)cc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCNCC1)C(=O)N	8.9	8.0	8.9	8.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1)CCOc1c(ccc(Br)c1)C1OCC(C1O)O)C(=O)N	8.2	8.2	8.2	8.4
C12Cc3c(c(O)ccc3n3c(nc4cncnc34)n3cncc3c3n(cnc3)c3c(C#N)c4c(CCCC4)s3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.1	10.1	9.1	8.8
C12Cc3c(c(O)ccc3n3c(nc4cncnc34)NC(=O)Cc3ccc(O)cc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCCCC1)C(=O)N	8.5	11.6	8.5	8.5
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)c1c(c(F)ccc1c1ccc(Br)o1)F)C(=O)N	9.4	8.5	9.4	9.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc2cnc(nc12)n1c(ncc1c1[nH]ccc1)c1cc(Cl)ccc1F)C(=O)N	7.8	10.2	7.8	8.1
C12Cc3c(c(O)ccc3NC(=O)Cc3ccccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)c1cccc2ncccc12)C(=O)N	10.0	11.5	10.0	8.4
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cncnc12)n1cnc2cnc(nc12)NC(=O)Cc1ncc(cc1)C#N)C(=O)N	9.3	11.2	9.3	9.9
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1)C(=O)NCn1c(ncc1)CC(=O)N)C(=O)N	8.7	8.9	8.7	7.8
C12Cc3c(c(O)ccc3N3CCN(CC3)C3OC(C(O)C3O)CN3C(=O)C(=NO)c4c3cccc4c3cccc4N(C(=O)C(=NO)c34)C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.1	10.9	9.1	10.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cncnc12)N(C)c1[nH]c2c(n1)cnc(n2)n1c2ncnc(N)c2nc1)C(=O)N	8.9	8.8	8.9	7.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)c1ncc2nc(n(c2n1)CCO)n1c2ncnc(N)c2nc1)C(=O)N	8.6	10.2	8.6	8.0
C12Cc3c(c(O)ccc3n3c(nc4cnc(nc34)N3CCNCC3)n3cncc3CNC=O)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	8.8	9.6	8.8	9.2
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cncnc12)n1c(nc(c1)CC(=O)NC)CN1C(=O)C(=NO)c2c1ccc(c2)F)C(=O)N	7.6	10.9	7.6	9.3
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc2cnc(nc12)n1cnc(c1c1ccccc1)c1ccc(O)cc1)C(=O)N	9.2	10.3	9.2	8.1
C12Cc3c(c(O)ccc3NC(=O)Cc3ccc4[nH]nc(c4c3)c3cc4c(ccc5c4cncc5)nc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCNCC1)C(=O)N	11.1	10.6	11.1	9.2
C12Cc3c(c(O)ccc3n3c4ncnc(N)c4nc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N(C)C1OCC(O)C1O)C(=O)N	8.7	10.2	8.7	8.0
C12Cc3c(c(O)ccc3N3CCC(CC3)Nc3ncc(F)cn3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c2ncnc(N)c2nc1)C(=O)N	8.3	9.8	8.3	8.5
C12Cc3c(c(O)ccc3N(C)c3ccc(cc3)c3ccc(O)cc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cc(c2c1cccc2)C1=C(C(=O)NC1=O)c1c[nH]c2c1cccc2)C(=O)N	7.9	10.3	7.9	9.3
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc(c1CCO)CNC(=O)c1cc(c(F)cc1)F)C(=O)N	8.2	7.9	8.2	8.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)c1nccc(n1)c1ccnc(n1)N)C(=O)N	10.0	10.0	10.0	8.8
C12Cc3c(c(O)ccc3NC(=O)Cc3cccc4N(C(=O)C(=NO)c34)Cc3cc[nH]n3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c2ncnc(N)c2nc1)C(=O)N	8.8	11.9	8.8	9.1
C12Cc3c(c(O)ccc3n3c(nc4cnc(nc34)n3c4ncnc(N)c4nc3)N(C)C3CCNCC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.1	8.3	9.1	9.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)CC(=O)Nc1cccc(F)c1CNC=O)C(=O)N	8.1	8.3	8.1	8.5
C12Cc3c(c(O)ccc3N3CCN(CC3)c3c(c(F)ccc3c3[nH]cnc3CNC=O)F)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	8.9	9.1	8.9	8.7
C12Cc3c(c(O)ccc3n3c(nc4cncnc34)N3CCC(CC3)N3CCC(CC3)n3c4ncnc(N)c4nc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	8.5	10.2	8.5	9.8
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cncc1CNC(=O)c1[nH]c(cn1)c1ccc(Cl)c(Cl)c1)C(=O)N	9.2	11.9	9.2	7.9
C12Cc3c(c(O)ccc3Nc3ncc(F)cn3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCC(CC1)N1CCCCC1)C(=O)N	9.0	8.2	9.0	7.9
C12Cc3c(c(O)ccc3N3CCN(CC3)c3ccccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc2cnc(nc12)N)C(=O)N	8.2	9.1	8.2	8.6
C12Cc3c(c(O)ccc3NC3CC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cnc(nc12)NC(=O)C)n1cnc2cncnc12)C(=O)N	7.6	9.8	7.6	8.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCC(CC1)Nc1[nH]c2c(n1)cnc(n2)N1CCCCC1)C(=O)N	8.9	9.0	8.9	8.6
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(nc2cnc(nc12)NC1CC1)n1cnc(c1)c1ccc(Br)o1)C(=O)N	8.5	7.3	8.5	8.4
C12Cc3c(c(O)ccc3N3CCC(CC3)n3c(ncc3C(=O)NC)c3ccccc3F)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.8	9.0	9.8	8.1
C12Cc3c(c(O)ccc3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1c(ncc1)CNC(=O)n1cncc1c1ccc(S(=O)=O)cc1)C(=O)N	9.3	8.8	9.3	7.5
C12Cc3c(c(O)ccc3N3CCC(CC3)n3c(nc(c3)CC3CC3)c3cnc4ccccn34)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.4	9.1	9.4	9.0
C12Cc3c(c(O)ccc3N3CCC(CC3)n3c(ncc3)c3c(c[nH]n3)C3OCC(C3O)O)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.2	9.7	9.2	8.6
C12Cc3c(c(O)ccc3N3CCNCC3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)n1cnc2cnc(nc12)N1CCC(CC1)N(C)C)C(=O)N	9.7	9.7	9.7	7.5
C12Cc3c(c(O)ccc3n3c(nc4cnc(nc34)N)N(C)C(C)(C)C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	8.2	8.9	8.2	8.2
C12Cc3c(c(O)ccc3N3CCC(CC3)N(C)c3nc(c(Cl)cn3)CN3C(=O)C(=NO)c4c3ccc(c4)F)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	9.2	12.4	9.2	8.8
C12Cc3c(c(O)ccc3n3c(nc4cncnc34)NC(=O)CONC(=O)c3cc[nH]n3)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)CC1C2)C(=O)N	8.1	10.2	8.1	9.6
C12Cc3c(c(O)ccc3N(C)C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCN(CC1)c1ccc(cc1)C(=O)N)C(=O)N	7.8	8.4	7.8	8.7
C12Cc3c(c(O)ccc3N(C)C3OC(C(O)C3O)CCCN(C)C)C(=O)C1=C(O)C1(O)C(=O)C(=C(O)C(C1C2)N1CCNCC1)C(=O)N	8.0	7.7	8.0	7.6
