SMILES	2xkj	2xkk	3ifz	FA7
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)Cn2cc(c(=O)c3cc(ccc23)F)c2ccccc2)C1=O)c1ccccc1	8.6	0.0	10.6	10.2
c1c(cccc1)C1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(c(cc12)n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2)C)F)C	9.4	0.0	9.7	9.0
CC1(C(N2C(S1)CC2=O)C(C(=O)Nc1c(F)cc2c(=O)c(c[nH]c2c1)C(=O)O)n1cc(c(=O)c2cc(ccc12)F)CC)C	8.3	0.0	8.9	9.2
c1c(F)cc2c(=O)c(c[nH]c2c1)C(C(=O)N)c1c(=O)c2cc(c(cc2n(c1)C1C2N(C(C(C)(S2)C)c2ccccc2)C1=O)N)F	9.2	0.0	9.9	9.1
c1(c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)c(c[nH]c2c1OC)c1c(=O)c2cc(ccc2[nH]c1)F)C1C(C)(SC2N1C(=O)C2)C)N1CCNCC1	10.2	0.0	10.8	8.3
c1(c(F)cc2c(=O)cc[nH]c2c1)Nc1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)CC)C1=O)C	8.6	0.0	8.4	8.8
c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc(F)cc1)Cn1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2N1CCNCC1)C	9.3	0.0	8.4	10.0
c1c(F)cc2c(=O)c(c[nH]c2c1)CC(=O)Nc1c(F)cc2c(=O)ccn(c2c1)C(C(=O)N)C1C(C)(SC2N1C(=O)C2)C	8.6	1.2	9.4	8.7
c1c(F)cc2c(=O)c(cn(c2c1)C(C(=O)N)c1c(=O)c2cc(ccc2[nH]c1)F)c1c(=O)c2cc(ccc2n(c1)C1C2N(C(C(C)(S2)C)CC)C1=O)F	8.4	0.0	9.0	9.2
CC1(C(N2C(S1)C(C2=O)N1CCNCC1)C1C(C)(SC2N1C(=O)C2n1cc(c(=O)c2cc(c(cc12)NC(=O)C)F)C)C)C	8.9	1.6	8.0	8.4
c1(c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2NC(=O)Cc1c(=O)c2cc(ccc2[nH]c1)F)C)n1ccc(=O)c2cc(c(cc12)N1CCNCC1)F	9.8	0.0	10.0	3.7
c1(c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2NC(=O)CC1C(C)(SC2N1C(=O)C2)C)C)n1ccc(=O)c2cc(cc(c12)OC)F	8.7	0.0	9.9	6.7
c1c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(ccc12)F)C)C	10.8	0.0	11.4	9.1
CC1(C(N2C(S1)C(C2=O)NC(=O)C(c1c(=O)c2cc(ccc2[nH]c1)F)N1CC(C)NCC1)CC(=O)Nc1c(F)cc2c(=O)cc[nH]c2c1)C	9.3	0.3	9.3	9.7
CC1(CN2C(S1)C(C2=O)NC(=O)Cn1ccc(=O)c2cc(c(cc12)Nc1c(F)cc2c(=O)c(c[nH]c2c1)C(=O)O)F)C	9.3	0.0	9.6	12.7
c1(c(F)cc2c(=O)ccn(c2c1)CC(=O)Nc1c(F)cc2c(=O)c(c[nH]c2c1)c1c(=O)c2cc(ccc2n(c1)C1C2N(CC(C)(S2)C)C1=O)F)NC(=O)C	10.1	0.0	10.7	8.9
CC1(CN2C(S1)C(C2=O)NC(=O)Cn1cc(c(=O)c2cc(ccc12)F)c1c(=O)c2cc(c(cc2n(c1)C1C2N(CC(C)(S2)C)C1=O)N1CC(C)NCC1)F)C	10.4	0.0	10.0	9.0
c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)c(c[nH]c2c1)c1ccccc1)c1c(=O)c2cc(c(cc2n(c1)C1C2N(CC(C)(S2)C)C1=O)N1CC(C)NCC1)F	11.1	0.0	9.6	9.0
CC1(C(N2C(S1)C(C2=O)NC(=O)C(c1c(=O)c2cc(ccc2n(c1)CC(=O)N)F)C1C(C)(SC2N1C(=O)C2)C)c1c(=O)c2cc(ccc2[nH]c1)F)C	9.9	0.0	9.5	9.0
c1c(c(ccc1)OC)C(C(=O)N)C1C(C)(SC2N1C(=O)C2NC(=O)Cc1c(=O)c2cc(ccc2[nH]c1)F)C	8.4	0.0	8.7	8.3
CC1(CN2C(S1)C(C2=O)NC(=O)C(n1cc(c(=O)c2cc(ccc12)F)C)c1c(=O)c2cc(c(cc2[nH]c1)N)F)C	9.7	0.0	8.0	11.5
CC1(C(N2C(S1)CC2=O)C1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(c(cc12)n1ccc(=O)c2cc(c(cc12)n1ccc(=O)c2cc(c(cc12)N)F)F)F)C)C	9.9	0.0	10.7	10.4
CC1(C(N2C(S1)C(C2=O)N1CCNCC1)C1C(C)(SC2N1C(=O)C2NC(=O)Cc1c(=O)c2cc(c(cc2[nH]c1)NC(=O)C)F)C)C	9.0	0.0	8.7	8.1
c1c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(CC(C)(S2)C)C1=O)C(C(=O)Nc1c(F)cc2c(=O)cc[nH]c2c1)C1C(C)(SC2N1C(=O)C2)C	10.7	0.0	10.1	9.2
c1c(F)cc2c(=O)c(cn(c2c1)C(C(=O)N)C1C(C)(SC2N1C(=O)C2NC(=O)C)C)c1c(=O)c2cc(ccc2n(c1)c1c(F)cc2c(=O)cc[nH]c2c1)F	10.0	0.0	9.0	8.2
c1(c(F)cc2c(=O)ccn(c2c1)CC)n1ccc(=O)c2cc(c(cc12)n1cc(c(=O)c2cc(c(cc12)n1ccc(=O)c2cc(ccc12)F)F)C1C(C)(SC2N1C(=O)C2)C)F	10.6	0.0	9.6	9.9
c1c(F)cc2c(=O)ccn(c2c1)CC(=O)NC1C2N(C(C(C)(S2)C)Cn2cc(c(=O)c3cc(ccc23)F)C2C(C)(SC3N2C(=O)C3)C)C1=O	8.7	0.0	8.9	9.2
CC1(C(N2C(S1)C(C2=O)N)C(C(=O)N)c1c(=O)c2cc(c(c(c2[nH]c1)OC)N1CC(C)NCC1)F)C	7.5	0.0	7.9	7.4
c1(c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)cc[nH]c2c1)n1cc(c(=O)c2cc(c(cc12)N1CCNCC1)F)CC1C(C)(SC2N1C(=O)C2)C	12.8	0.0	11.3	10.1
c1(c(F)cc(F)cc1)NC(=O)C(C1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(c(cc12)N1CCNCC1)F)C)N1CCNCC1	8.6	0.0	8.9	9.0
c1(c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2)C)n1ccc(=O)c2cc(c(cc12)n1cc(c(=O)c2cc(ccc12)F)C)F	9.8	1.5	12.0	10.6
c1(c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2)C)n1cc(c(=O)c2cc(c(cc12)n1ccc(=O)c2cc(ccc12)F)F)Cc1c(=O)c2cc(ccc2[nH]c1)F	12.5	0.0	12.1	11.0
c1c(F)cc2c(=O)c(c[nH]c2c1)C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)n1cc(c(=O)c2cc(c(cc12)N1CC(C)NCC1)F)CC(=O)N	8.7	0.0	7.7	9.2
c1(c(F)cc2c(=O)ccn(c2c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(ccc3[nH]c2)F)C1=O)NC(=O)Cc1c(=O)c2cc(ccc2n(c1)c1c(F)cc(F)cc1)F	11.6	0.0	11.7	8.9
c1(c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)CC(=O)Nc2c(F)cc(F)cc2)C1=O)CC)N1CC(C)NCC1	9.0	0.0	9.0	9.0
c1(c(F)cc2c(=O)ccn(c2c1)C1C2N(CC(C)(S2)C)C1=O)n1cc(c(=O)c2cc(c(cc12)N)F)c1c(=O)c2cc(ccc2n(c1)C1CC1)F	9.2	0.0	9.7	10.3
CC1(CN2C(S1)C(C2=O)NC(=O)C(N1CC(C)NCC1)c1c(=O)c2cc(c(c(c2[nH]c1)OC)n1ccc(=O)c2cc(ccc12)F)F)C	9.0	0.0	10.2	8.3
c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2n1ccc(=O)c2cc(c(cc12)n1ccc(=O)c2cc(ccc12)F)F)C)CC(=O)N	10.0	0.0	12.8	8.1
c1(c(F)cc2c(=O)c(cn(c2c1OC)C1CC1)C1C(C)(SC2N1C(=O)C2)C)Nc1c(F)cc(F)cc1	7.8	0.0	8.1	7.1
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)CN2CCNCC2)C1=O)c1c(=O)c2cc(c(cc2[nH]c1)N1CCNCC1)F	8.5	0.0	10.1	8.3
CC1(C(N2C(S1)C(C2=O)Nc1c(F)cc2c(=O)cc[nH]c2c1)Cc1c(=O)c2cc(c(cc2[nH]c1)N1CCNCC1)F)C	9.4	0.0	8.1	9.7
c1(c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2)C)n1ccc(=O)c2cc(c(cc12)n1cc(c(=O)c2cc(cc(c12)OC)F)C1C(C)(SC2N1C(=O)C2)C)F	9.1	0.0	9.2	8.9
CC1(CN2C(S1)C(C2=O)NC(=O)Cn1cc(c(=O)c2cc(ccc12)F)c1c(=O)c2cc(c(cc2n(c1)CC)NC(=O)C)F)C	8.4	0.0	9.6	8.6
CC1(CN2C(S1)C(C2=O)NC(=O)C(C1C(C)(SC2N1C(=O)C2)C)c1c(=O)c2cc(c(cc2n(c1)c1c(F)cc2c(=O)cc[nH]c2c1)N1CC(C)NCC1)F)C	10.3	0.0	10.4	9.3
CC1(C(N2C(S1)CC2=O)C(C(=O)N)c1c(=O)c2cc(c(cc2n(c1)c1c(F)cc2c(=O)c(c[nH]c2c1)C)N1CCNCC1)F)C	8.6	0.0	10.0	9.9
c1c(F)cc2c(=O)c(cn(c2c1)CC)C1C(C)(SC2N1C(=O)C2n1cc(c(=O)c2cc(ccc12)F)c1c(=O)c2cc(ccc2n(c1)CC(=O)N)F)C	10.2	0.0	10.1	8.3
c1c(c(ccc1)OC)c1c(=O)c2cc(c(cc2[nH]c1)NC(=O)CC1C(C)(SC2N1C(=O)C2NC(=O)C)C)F	8.6	0.0	8.7	8.2
c1c(F)cc2c(=O)c(cn(c2c1)CC(=O)N)C(C(=O)NC1C2N(C(C(C)(S2)C)CC(=O)N)C1=O)C1C(C)(SC2N1C(=O)C2)C	7.9	0.0	8.0	8.3
CC1(C(N2C(S1)C(C2=O)NC(=O)C)c1c(=O)c2cc(c(cc2n(c1)c1c(F)cc2c(=O)c(c[nH]c2c1)CC(=O)N)NC(=O)C)F)C	8.8	1.6	9.2	8.9
c1(c(F)cc(F)cc1)NC(=O)Cc1c(=O)c2cc(ccc2n(c1)CC(=O)NC1C2N(CC(C)(S2)C)C1=O)F	8.6	0.0	8.6	8.6
c1(c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)cc[nH]c2c1)C1C(C)(SC2N1C(=O)C2n1cc(c(=O)c2cc(ccc12)F)C1CC1)C)n1ccc(=O)c2cc(ccc12)F	13.1	0.0	11.1	7.8
c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)C(=O)O)C1=O)c1c(=O)c2cc(ccc2[nH]c1)F)c1c(=O)c2cc(ccc2[nH]c1)F	11.2	0.0	10.9	8.8
c1(c(F)cc2c(=O)c(c[nH]c2c1)c1c(=O)c2cc(c(cc2n(c1)C1C2N(CC(C)(S2)C)C1=O)n1ccc(=O)c2cc(c(cc12)NC(=O)C)F)F)N	9.7	0.0	11.2	9.7
c1(c(F)cc2c(=O)ccn(c2c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(ccc3[nH]c2)F)C1=O)n1ccc(=O)c2cc(c(cc12)n1ccc(=O)c2cc(c(cc12)N1CC(C)NCC1)F)F	11.4	0.0	13.2	8.7
CC1(C(N2C(S1)CC2=O)C1C(C)(SC2N1C(=O)C2NC(=O)C(n1ccc(=O)c2cc(cc(c12)OC)F)n1ccc(=O)c2cc(ccc12)F)C)C	7.7	0.9	8.9	9.1
c1(c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)ccn(c2c1)Cn1ccc(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2)C)N	9.6	0.0	7.9	9.4
CC1(CN2C(S1)C(C2=O)NC(=O)CC1C(C)(SC2N1C(=O)C2n1cc(c(=O)c2cc(ccc12)F)CC(=O)Nc1c(F)cc2c(=O)cc[nH]c2c1)C)C	10.0	0.7	10.5	7.9
N1(CCNCC1)C(C(=O)Nc1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)cc[nH]c2c1)C1C(C)(SC2N1C(=O)C2)C)C1C(C)(SC2N1C(=O)C2)C	8.6	0.4	9.5	10.3
c1(c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)C(=O)O)C1=O)c1c(=O)c2cc(ccc2[nH]c1)F)N	8.9	0.0	10.2	8.8
c1(c(F)cc2c(=O)ccn(c2c1)C1C2N(CC(C)(S2)C)C1=O)NC(=O)C(N1CCNCC1)n1ccc(=O)c2cc(c(cc12)N1CCNCC1)F	8.9	0.0	9.0	8.5
CC1(C(N2C(S1)CC2=O)C(C(=O)Nc1c(F)cc2c(=O)c(cn(c2c1)C1CC1)C(=O)O)N1CCNCC1)C	7.9	0.0	7.9	7.1
CC1(C(N2C(S1)C(C2=O)n1cc(c(=O)c2cc(ccc12)F)C(C(=O)N)c1c(=O)c2cc(ccc2n(c1)c1c(F)cc(F)cc1)F)CC(=O)N)C	9.0	0.0	8.3	10.1
CC1(C(N2C(S1)CC2=O)C1C(C)(SC2N1C(=O)C2n1cc(c(=O)c2cc(c(c(c12)OC)n1ccc(=O)c2cc(ccc12)F)F)C1C(C)(SC2N1C(=O)C2)C)C)C	9.4	0.0	11.0	7.9
c1(c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2n1cc(c(=O)c2cc(cc(c12)OC)F)c1c(=O)c2cc(ccc2[nH]c1)F)C)N1CC(C)NCC1	10.7	0.0	11.1	5.4
c1c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)c(c[nH]c2c1)c1c(=O)c2cc(c(cc2n(c1)CC(=O)NC1C2N(CC(C)(S2)C)C1=O)N1CCNCC1)F	10.7	0.0	10.8	10.0
c1c(F)cc2c(=O)c(c[nH]c2c1)c1c(=O)c2cc(ccc2n(c1)C(C(=O)NC1C2N(C(C(C)(S2)C)C)C1=O)N1CCNCC1)F	9.3	0.0	8.5	9.5
c1c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc(F)cc1)CC)C1C(C)(SC2N1C(=O)C2)C	10.2	0.0	10.2	9.8
c1c(F)cc2c(=O)ccn(c2c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(ccc3n(c2)c2c(F)cc3c(=O)c(cn(c3c2)C(=O)O)C(=O)O)F)C1=O	10.1	0.0	10.2	10.0
c1c(F)cc2c(=O)ccn(c2c1)C1C2N(C(C(C)(S2)C)Cc2c(=O)c3cc(ccc3n(c2)c2c(F)cc3c(=O)c(c[nH]c3c2)CC)F)C1=O	10.3	0.0	10.9	9.1
c1c(F)cc2c(=O)c(c[nH]c2c1)c1c(=O)c2cc(c(cc2[nH]c1)NC(=O)C(C1C(C)(SC2N1C(=O)C2)C)N1CCNCC1)F	8.7	0.0	10.0	8.4
c1(c(F)cc(F)cc1)NC(=O)C(n1cc(c(=O)c2cc(c(cc12)n1ccc(=O)c2cc(ccc12)F)F)CC)C1C(C)(SC2N1C(=O)C2)C	9.9	0.0	8.2	9.8
c1c(F)cc2c(=O)c(c[nH]c2c1)C(C(=O)NC1C2N(C(C(C)(S2)C)c2c(cccc2)OC)C1=O)c1c(=O)c2cc(ccc2[nH]c1)F	8.9	0.0	7.9	10.3
CC1(CN2C(S1)C(C2=O)NC(=O)C(c1c(=O)c2cc(ccc2n(c1)c1c(F)cc(F)cc1)F)n1cc(c(=O)c2cc(ccc12)F)C1CC1)C	9.4	0.0	9.0	9.8
c1(c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)ccn(c2c1OC)c1c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2)C)N	10.0	0.0	9.6	9.2
c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)ccn(c2c1)C1C2N(C(C(C)(S2)C)c2ccccc2)C1=O)Cc1ccccc1	10.1	0.0	9.5	9.2
c1(c(F)cc2c(=O)c(cn(c2c1)C(=O)O)C1C(C)(SC2N1C(=O)C2)C)NC(=O)C(c1ccccc1)c1ccccc1	9.0	0.0	8.3	8.9
c1c(F)cc2c(=O)c(c[nH]c2c1)CC(=O)NC1C2N(C(C(C)(S2)C)C(C(=O)N)n2ccc(=O)c3cc(cc(c23)OC)F)C1=O	8.8	0.0	8.9	8.0
c1c(F)cc2c(=O)c(cn(c2c1)CC(=O)NC1C2N(C(C(C)(S2)C)CC)C1=O)C1CC1	7.3	0.0	7.7	7.8
c1(c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2NC(=O)Cc1c(=O)c2cc(ccc2[nH]c1)F)C)NC1C2N(CC(C)(S2)C)C1=O	10.3	0.9	10.1	8.0
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)CC2C(C)(SC3N2C(=O)C3)C)C1=O)c1c(cccc1)OC	9.0	0.0	9.3	8.8
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)c2c(=O)c3cc(c(cc3n(c2)C)n2ccc(=O)c3cc(ccc23)F)F)C1=O)C	10.1	0.0	9.9	9.3
N1(CCNCC1)CC1C(C)(SC2N1C(=O)C2n1cc(c(=O)c2cc(ccc12)F)C(C(=O)N)N1CC(C)NCC1)C	8.7	0.4	9.7	8.7
c1c(F)cc2c(=O)ccn(c2c1)C(C(=O)Nc1c(F)cc2c(=O)c(c[nH]c2c1)c1ccccc1)n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2)C	10.6	0.0	9.2	9.0
c1(c(F)cc2c(=O)ccn(c2c1)CC(=O)Nc1c(F)cc2c(=O)c(cn(c2c1)C)C1C(C)(SC2N1C(=O)C2)C)N1CC(C)NCC1	10.1	0.0	9.3	9.7
c1(c(F)cc2c(=O)c(cn(c2c1)C1C2N(CC(C)(S2)C)C1=O)C1C(C)(SC2N1C(=O)C2)C)n1ccc(=O)c2cc(c(cc12)n1cc(c(=O)c2cc(ccc12)F)CC(=O)N)F	10.7	0.0	8.8	10.2
CC1(C(N2C(S1)CC2=O)CC(=O)NC1C2N(C(C(C)(S2)C)CC(=O)Nc2c(F)cc3c(=O)ccn(c3c2)C2C3N(CC(C)(S3)C)C2=O)C1=O)C	9.2	0.0	8.9	8.0
CC1(C(N2C(S1)C(C2=O)N)CC(=O)Nc1c(F)cc2c(=O)c(cn(c2c1)C1C2N(CC(C)(S2)C)C1=O)CC(=O)N)C	7.5	0.0	7.0	8.4
c1(c(F)cc2c(=O)c(c[nH]c2c1)CC(=O)N)NC(=O)CC1C(C)(SC2N1C(=O)C2n1cc(c(=O)c2cc(ccc12)F)c1ccccc1)C	9.3	0.0	9.8	7.9
c1(c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)c(c[nH]c2c1)CC(=O)NC1C2N(CC(C)(S2)C)C1=O)C)N1CCNCC1	10.0	0.0	8.7	9.0
CC1(CN2C(S1)C(C2=O)NC(=O)C(N1CCNCC1)n1ccc(=O)c2cc(c(cc12)Nc1c(F)cc(F)cc1)F)C	8.3	0.0	8.3	8.1
c1c(F)cc2c(=O)ccn(c2c1)C(C(=O)NC1C2N(C(C(C)(S2)C)c2ccccc2OC)C1=O)N1CCNCC1	9.2	0.0	7.9	8.4
c1c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)C(C(=O)N)n2cc(c(=O)c3cc(ccc23)F)c2c(=O)c3cc(ccc3[nH]c2)F)C1=O)CC(=O)N	10.0	0.0	10.1	8.9
c1(c(F)cc2c(=O)cc[nH]c2c1)NC(=O)C(n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2)C)c1c(=O)c2cc(ccc2n(c1)CC(=O)N)F	10.9	0.0	8.8	8.8
c1(c(F)cc2c(=O)c(cn(c2c1)C1C2N(CC(C)(S2)C)C1=O)CC)n1cc(c(=O)c2cc(cc(c12)OC)F)c1c(=O)c2cc(ccc2[nH]c1)F	9.6	0.0	10.1	8.8
CC1(C(N2C(S1)C(C2=O)Nc1c(F)cc2c(=O)c(c[nH]c2c1)C)Cc1ccccc1)C	8.4	0.0	7.7	8.7
c1(c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)ccn(c2c1)C1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2cc(ccc2[nH]c1)F)N1CCNCC1	10.7	0.0	10.4	8.8
c1c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2NC(=O)C(c1c(=O)c2cc(c(cc2[nH]c1)N1CC(C)NCC1)F)c1ccccc1)C	10.1	0.5	10.1	8.2
CC1(C(N2C(S1)C(C2=O)n1cc(c(=O)c2cc(c(cc12)n1ccc(=O)c2cc(ccc12)F)F)c1c(=O)c2cc(c(cc2[nH]c1)N)F)CC(=O)N)C	9.2	0.0	9.4	8.1
c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)c(c[nH]c2c1)CC)C1C(C)(SC2N1C(=O)C2NC(=O)CN1CCNCC1)C	8.4	0.0	8.4	7.3
c1c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)ccn(c2c1)C(C(=O)NC1C2N(CC(C)(S2)C)C1=O)c1ccccc1	9.3	0.0	9.9	9.1
c1(c(F)cc2c(=O)ccn(c2c1OC)C1C2N(C(C(C)(S2)C)CN2CC(C)NCC2)C1=O)N1CCNCC1	7.4	0.0	7.7	7.6
c1(c(F)cc2c(=O)c(c[nH]c2c1)c1c(=O)c2cc(c(c(c2n(c1)C1C2N(CC(C)(S2)C)C1=O)OC)N1CC(C)NCC1)F)NC(=O)C	7.7	0.0	9.7	8.0
c1(c(F)cc2c(=O)c(c[nH]c2c1)CC(=O)Nc1c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2N)C)n1ccc(=O)c2cc(ccc12)F	9.5	0.0	10.2	8.5
c1(c(F)cc2c(=O)c(cn(c2c1)C1C2N(C(C(C)(S2)C)C2CC2)C1=O)C1C(C)(SC2N1C(=O)C2N1CCNCC1)C)N1CCNCC1	8.3	0.0	7.8	7.7
c1c(F)cc2c(=O)c(cn(c2c1OC)CC)c1c(=O)c2cc(ccc2n(c1)CC1C(C)(SC2N1C(=O)C2)C)F	9.4	0.6	8.0	8.5
c1c(F)cc2c(=O)ccn(c2c1)C1C2N(C(C(C)(S2)C)CC(=O)Nc2c(F)cc3c(=O)ccn(c3c2)Cn2ccc(=O)c3cc(ccc23)F)C1=O	10.7	0.0	10.0	8.1
CC1(C(N2C(S1)CC2=O)C1C(C)(SC2N1C(=O)C2Nc1c(F)cc2c(=O)c(c[nH]c2c1)c1c(=O)c2cc(c(cc2[nH]c1)N1CCNCC1)F)C)C	9.1	0.0	9.8	7.2
CC1(C(N2C(S1)C(C2=O)NC(=O)C(n1cc(c(=O)c2cc(ccc12)F)C(=O)O)N1CCNCC1)CC)C	6.8	0.0	7.5	8.5
c1(c(F)cc2c(=O)c(cn(c2c1)C1C2N(CC(C)(S2)C)C1=O)C(C(=O)N)n1ccc(=O)c2cc(c(cc12)N1CCNCC1)F)N1CC(C)NCC1	10.1	0.0	9.2	8.6
c1(c(F)cc2c(=O)c(c[nH]c2c1)C1C(C)(SC2N1C(=O)C2N1CCNCC1)C)n1cc(c(=O)c2cc(ccc12)F)c1c(=O)c2cc(cc(c2[nH]c1)OC)F	10.9	0.0	10.5	8.1
CC1(C(N2C(S1)C(C2=O)NC(=O)C(c1ccccc1)n1ccc(=O)c2cc(c(cc12)N1CCNCC1)F)C(=O)O)C	8.5	0.0	7.0	8.3
CC1(C(N2C(S1)C(C2=O)NC1C2N(CC(C)(S2)C)C1=O)c1c(=O)c2cc(c(cc2n(c1)C1C2N(CC(C)(S2)C)C1=O)n1ccc(=O)c2cc(ccc12)F)F)C	10.6	0.0	11.0	8.6
c1(c(F)cc2c(=O)ccn(c2c1)C)n1cc(c(=O)c2cc(ccc12)F)C(C(=O)N)C1C(C)(SC2N1C(=O)C2N1CCNCC1)C	8.5	0.0	7.2	9.4
c1(c(F)cc2c(=O)ccn(c2c1)C(C(=O)N)n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2)C)n1ccc(=O)c2cc(ccc12)F	9.1	0.0	8.7	8.7
c1(c(F)cc2c(=O)c(c[nH]c2c1OC)C1C(C)(SC2N1C(=O)C2NC(=O)Cc1ccccc1)C)NC(=O)C	8.6	0.0	8.0	6.9
c1c(F)cc2c(=O)c(cn(c2c1)Cc1c(=O)c2cc(ccc2[nH]c1)F)c1c(=O)c2cc(c(cc2n(c1)C1C2N(CC(C)(S2)C)C1=O)n1ccc(=O)c2cc(ccc12)F)F	10.8	0.0	11.6	11.0
c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc2c(=O)cc[nH]c2c1)C(C(=O)NC1C2N(C(C(C)(S2)C)C(=O)O)C1=O)N1CC(C)NCC1	9.2	0.0	9.1	8.9
c1(c(F)cc2c(=O)ccn(c2c1)c1c(F)cc2c(=O)c(cn(c2c1)c1c(F)cc(F)cc1)C1C(C)(SC2N1C(=O)C2)C)n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2)C	10.6	0.0	9.6	9.4
c1(c(F)cc2c(=O)ccn(c2c1)C1C2N(C(C(C)(S2)C)C2C(C)(SC3N2C(=O)C3)C)C1=O)NC(=O)Cn1ccc(=O)c2cc(c(cc12)NC(=O)C)F	9.4	0.0	8.9	8.6
CC1(C(N2C(S1)C(C2=O)N1CC(C)NCC1)C(C(=O)N)n1cc(c(=O)c2cc(ccc12)F)C1C(C)(SC2N1C(=O)C2NC(=O)C)C)C	8.2	0.0	8.2	7.8
c1(c(F)cc2c(=O)ccn(c2c1)C1C2N(C(C(C)(S2)C)CC)C1=O)NC(=O)CN1CC(C)NCC1	7.7	1.0	8.3	7.1
CC1(C(N2C(S1)C(C2=O)NC(=O)Cc1c(=O)c2cc(c(cc2n(c1)C(=O)O)N1CC(C)NCC1)F)C(=O)O)C	8.2	0.0	9.3	7.9
CC1(CN2C(S1)C(C2=O)NC1C2N(C(C(C)(S2)C)C(C(=O)N)n2cc(c(=O)c3cc(ccc23)F)CC)C1=O)C	8.3	0.0	8.3	8.1
